id,name,category,generation,is_legendary,is_mythical,types,height,weight,abilities,habitat,evolves_from,description,hp,attack,defense,special_attack,special_defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_steel,against_dark,against_fairy,cry_url,sprite_url,shiny_sprite_url
882,dracovish,Fossil Pokemon,Generation-viii,False,False,"water, dragon",2.3,215.0,"Water absorb, Strong jaw, Sand rush (Hidden)",Unknown Habitat,None,Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.,90,90,100,70,80,75,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/882.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/882.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/882.png
883,arctovish,Fossil Pokemon,Generation-viii,False,False,"water, ice",2.0,175.0,"Water absorb, Ice body, Slush rush (Hidden)",Unknown Habitat,None,"Though it’s able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head.",90,90,100,80,90,55,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/883.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/883.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/883.png
884,duraludon,Alloy Pokemon,Generation-viii,False,False,"steel, dragon",1.8,40.0,"Light metal, Heavy metal, Stalwart (Hidden)",Unknown Habitat,None,"Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily.",70,95,115,120,50,85,0.5,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/884.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/884.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/884.png
885,dreepy,Lingering Pokemon,Generation-viii,False,False,"dragon, ghost",0.5,2.0,"Clear body, Infiltrator, Cursed body (Hidden)",Unknown Habitat,None,"After being reborn as a ghost Pokemon, Dreepy wanders the areas it used to inhabit back when it was alive in prehistoric seas.",28,60,30,40,30,82,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,2.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/885.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/885.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/885.png
886,drakloak,Caretaker Pokemon,Generation-viii,False,False,"dragon, ghost",1.4,11.0,"Clear body, Infiltrator, Cursed body (Hidden)",Unknown Habitat,Dreepy,It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve.,68,80,50,60,50,102,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,2.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/886.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/886.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/886.png
887,dragapult,Stealth Pokemon,Generation-viii,False,False,"dragon, ghost",3.0,50.0,"Clear body, Infiltrator, Cursed body (Hidden)",Unknown Habitat,Drakloak,"When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles.",88,120,75,100,75,142,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,2.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/887.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/887.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/887.png
888,zacian,Warrior Pokemon,Generation-viii,True,False,fairy,2.8,110.0,Intrepid sword,Unknown Habitat,None,"Known as a legendary hero, this Pokemon absorbs metal particles, transforming them into a weapon it uses to battle.",92,120,115,80,115,138,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/888.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/888.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/888.png
889,zamazenta,Warrior Pokemon,Generation-viii,True,False,fighting,2.9,210.0,Dauntless shield,Unknown Habitat,None,"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle.",92,120,115,80,115,138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/889.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/889.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/889.png
890,eternatus,Gigantic Pokemon,Generation-viii,True,False,"poison, dragon",20.0,950.0,Pressure,Unknown Habitat,None,The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.,140,85,95,145,95,130,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/890.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/890.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/890.png
891,kubfu,Wushu Pokemon,Generation-viii,True,False,fighting,0.6,12.0,Inner focus,Unknown Habitat,None,Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves.,60,90,60,53,50,72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/891.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/891.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/891.png
892,urshifu-single-strike,Wushu Pokemon,Generation-viii,True,False,"fighting, dark",1.9,105.0,Unseen fist,Unknown Habitat,Kubfu,This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist.,100,130,100,63,60,97,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,1.0,0.25,4.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/892.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/892.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/892.png
893,zarude,Rogue Monkey Pokemon,Generation-viii,False,True,"dark, grass",1.8,70.0,Leaf guard,Unknown Habitat,None,"Within dense forests, this Pokemon lives in a pack with others of its kind. It’s incredibly aggressive, and the other Pokemon of the forest fear it.",105,120,105,70,95,105,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,1.0,0.5,2.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/893.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/893.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/893.png
894,regieleki,Electron Pokemon,Generation-viii,True,False,electric,1.2,145.0,Transistor,Unknown Habitat,None,This Pokemon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokemon’s latent power.,80,100,50,100,50,200,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/894.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/894.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/894.png
895,regidrago,Dragon Orb Pokemon,Generation-viii,True,False,dragon,2.1,200.0,Dragons maw,Unknown Habitat,None,An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokemon. The theory remains unproven.,200,100,50,100,50,80,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/895.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/895.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/895.png
896,glastrier,Wild Horse Pokemon,Generation-viii,True,False,ice,2.2,800.0,Chilling neigh,Unknown Habitat,None,"Glastrier emits intense cold from its hooves. It’s also a belligerent Pokemon—anything it wants, it takes by force.",100,145,130,65,110,30,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/896.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/896.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/896.png
897,spectrier,Swift Horse Pokemon,Generation-viii,True,False,ghost,2.0,44.5,Grim neigh,Unknown Habitat,None,It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body.,100,65,60,145,80,130,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/897.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/897.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/897.png
898,calyrex,King Pokemon,Generation-viii,True,False,"psychic, grass",1.1,7.7,Unnerve,Unknown Habitat,None,"Calyrex is a merciful Pokemon, capable of providing healing and blessings. It reigned over the Galar region in times of yore.",100,80,80,80,80,80,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,1.0,2.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/898.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/898.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/898.png
899,wyrdeer,Big Horn Pokemon,Generation-viii,False,False,"normal, psychic",1.8,95.1,"Intimidate, Frisk, Sap sipper (Hidden)",Unknown Habitat,Stantler,The black orbs shine with an uncanny light when the Pokemon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.,103,105,72,105,75,65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,2.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/899.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/899.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/899.png
900,kleavor,Axe Pokemon,Generation-viii,False,False,"bug, rock",1.8,89.0,"Swarm, Sheer force, Sharpness (Hidden)",Unknown Habitat,Scyther,"A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokemon in the wilds, one's only recourse is to flee.",70,135,95,45,70,85,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/900.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/900.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/900.png
901,ursaluna,Peat Pokemon,Generation-viii,False,False,"ground, normal",2.4,290.0,"Guts, Bulletproof, Unnerve (Hidden)",Unknown Habitat,Ursaring,I believe it was Hisui's swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.,130,140,105,45,80,50,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/901.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/901.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/901.png
902,basculegion-male,Big Fish Pokemon,Generation-viii,False,False,"water, ghost",3.0,110.0,"Swift swim, Adaptability, Mold breaker (Hidden)",Unknown Habitat,Basculin,Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui's rivers is Basculegion's equal.,120,112,65,80,75,78,0.0,0.5,0.5,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/902.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/902.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/902.png
903,sneasler,Free Climb Pokemon,Generation-viii,False,False,"fighting, poison",1.3,43.0,"Pressure, Unburden, Poison touch (Hidden)",Unknown Habitat,Sneasel,"Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs.",80,130,60,40,80,120,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,1.0,0.5,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/903.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/903.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/903.png
904,overqwil,Pin Cluster Pokemon,Generation-viii,False,False,"dark, poison",2.5,60.5,"Poison point, Swift swim, Intimidate (Hidden)",Unknown Habitat,Qwilfish,Its lancelike spikes and savage temperament have earned it the nickname ”sea fiend.” It slurps up poison to nourish itself.,85,115,95,65,65,85,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/904.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/904.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/904.png
905,enamorus-incarnate,Love-Hate Pokemon,Generation-viii,True,False,"fairy, flying",1.6,48.0,"Cute charm, Contrary (Hidden)",Unknown Habitat,None,"When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokemon's love gives rise to the budding of fresh life across Hisui.",74,115,70,135,80,106,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,2.0,0.5,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/905.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/905.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/905.png
906,sprigatito,Grass Cat Pokemon,Generation-ix,False,False,grass,0.4,4.1,"Overgrow, Protean (Hidden)",Unknown Habitat,None,Its fluffy fur is similar in composition to plants. This Pokemon frequently washes its face to keep it from drying out.,40,61,54,45,45,65,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/906.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/906.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/906.png
907,floragato,Grass Cat Pokemon,Generation-ix,False,False,grass,0.9,12.2,"Overgrow, Protean (Hidden)",Unknown Habitat,Sprigatito,"Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents.",61,80,63,60,63,83,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/907.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/907.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/907.png
908,meowscarada,Magician Pokemon,Generation-ix,False,False,"grass, dark",1.5,31.2,"Overgrow, Protean (Hidden)",Unknown Habitat,Floragato,"This Pokemon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating.",76,110,70,81,70,123,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,1.0,0.5,2.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/908.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/908.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/908.png
909,fuecoco,Fire Croc Pokemon,Generation-ix,False,False,fire,0.4,9.8,"Blaze, Unaware (Hidden)",Unknown Habitat,None,It lies on warm rocks and uses the heat absorbed by its square-shaped scales to create fire energy.,67,45,59,63,40,36,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,0.5,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/909.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/909.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/909.png
910,crocalor,Fire Croc Pokemon,Generation-ix,False,False,fire,1.0,30.7,"Blaze, Unaware (Hidden)",Unknown Habitat,Fuecoco,The combination of Crocalor’s fire energy and overflowing vitality has caused an egg-shaped fireball to appear on the Pokemon’s head.,81,55,78,90,58,49,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,0.5,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/910.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/910.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/910.png
911,skeledirge,Singer Pokemon,Generation-ix,False,False,"fire, ghost",1.6,326.5,"Blaze, Unaware (Hidden)",Unknown Habitat,Crocalor,The fiery bird changes shape when Skeledirge sings. Rumor has it that the bird was born when the fireball on Skeledirge’s head gained a soul.,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,2.0,0.5,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/911.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/911.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/911.png
912,quaxly,Duckling Pokemon,Generation-ix,False,False,water,0.5,6.1,"Torrent, Moxie (Hidden)",Unknown Habitat,None,"This Pokemon migrated to Paldea from distant lands long ago. The gel secreted by its feathers repels water and grime.""",55,65,45,50,45,50,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/912.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/912.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/912.png
913,quaxwell,Practicing Pokemon,Generation-ix,False,False,water,1.2,21.5,"Torrent, Moxie (Hidden)",Unknown Habitat,Quaxly,"These Pokemon constantly run through shallow waters to train their legs, then compete with each other to see which of them kicks most gracefully.",70,85,65,65,60,65,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/913.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/913.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/913.png
914,quaquaval,Dancer Pokemon,Generation-ix,False,False,"water, fighting",1.8,61.9,"Torrent, Moxie (Hidden)",Unknown Habitat,Quaxwell,A single kick from a Quaquaval can send a truck rolling. This Pokemon uses its powerful legs to perform striking dances from far-off lands.,85,120,80,85,75,85,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/914.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/914.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/914.png
915,lechonk,Hog Pokemon,Generation-ix,False,False,normal,0.5,10.2,"Aroma veil, Gluttony, Thick fat (Hidden)",Unknown Habitat,None,It searches for food all day. It possesses a keen sense of smell but doesn’t use it for anything other than foraging.,54,45,40,35,45,35,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/915.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/915.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/915.png
916,oinkologne-male,Hog Pokemon,Generation-ix,False,False,normal,1.0,120.0,"Lingering aroma, Gluttony, Thick fat (Hidden)",Unknown Habitat,Lechonk,"Oinkologne is proud of its fine, glossy skin. It emits a concentrated scent from the tip of its tail.",110,100,75,59,80,65,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/916.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/916.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/916.png
917,tarountula,String Ball Pokemon,Generation-ix,False,False,bug,0.3,4.0,"Insomnia, Stakeout (Hidden)",Unknown Habitat,None,"The ball of threads wrapped around its body is elastic enough to deflect the scythes of Scyther, this Pokemon’s natural enemy.",35,41,45,29,40,20,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/917.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/917.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/917.png
918,spidops,Trap Pokemon,Generation-ix,False,False,bug,1.0,16.5,"Insomnia, Stakeout (Hidden)",Unknown Habitat,Tarountula,It clings to branches and ceilings using its threads and moves without a sound. It takes out its prey before the prey even notices it.,60,79,92,52,86,35,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/918.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/918.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/918.png
919,nymble,Grasshopper Pokemon,Generation-ix,False,False,bug,0.2,1.0,"Swarm, Tinted lens (Hidden)",Unknown Habitat,None,"It has its third set of legs folded up. When it’s in a tough spot, this Pokemon jumps over 30 feet using the strength of its legs.",33,46,40,21,25,45,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/919.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/919.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/919.png
920,lokix,Grasshopper Pokemon,Generation-ix,False,False,"bug, dark",1.0,17.5,"Swarm, Tinted lens (Hidden)",Unknown Habitat,Nymble,"When it decides to fight all out, it stands on its previously folded legs to enter Showdown Mode. It neutralizes its enemies in short order.",71,102,78,52,55,92,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.0,2.0,2.0,0.5,1.0,1.0,0.5,2.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/920.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/920.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/920.png
921,pawmi,Mouse Pokemon,Generation-ix,False,False,electric,0.3,2.5,"Static, Natural cure, Iron fist (Hidden)",Unknown Habitat,None,It has underdeveloped electric sacs on its cheeks. These sacs can produce electricity only if Pawmi rubs them furiously with the pads on its forepaws.,45,50,20,40,25,60,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/921.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/921.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/921.png
922,pawmo,Mouse Pokemon,Generation-ix,False,False,"electric, fighting",0.4,6.5,"Volt absorb, Natural cure, Iron fist (Hidden)",Unknown Habitat,Pawmi,"When its group is attacked, Pawmo is the first to leap into battle, defeating enemies with a fighting technique that utilizes electric shocks.",60,75,40,50,40,85,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/922.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/922.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/922.png
